"salary","age","elevel","car","zipcode","credit","brand"
96468.2424,38,1,15,8,457204.7674,"acer"
74606.81037,78,4,8,8,427147.2768,"sony"
137802.4221,57,4,19,8,310348.747,"sony"
127668.1623,62,3,10,3,467544.9197,"sony"
72882.88357,73,3,16,2,5e+05,"acer"
35300.49719,49,1,8,0,164883.1302,"sony"
120147.9097,35,2,20,6,196009.0584,"sony"
54196.1261,65,2,12,4,21935.44522,"acer"
100576.7902,20,1,1,1,284422.5701,"sony"
140423.3069,64,4,20,2,379536.7548,"sony"
83119.54315,37,0,14,0,212090.5272,"acer"
107705.7223,49,3,12,2,436288.6524,"acer"
28743.87935,46,3,8,4,296971.551,"sony"
113505.0454,64,0,17,5,433664.2849,"sony"
24757.99716,47,1,4,4,85751.52486,"sony"
55823.78033,34,2,4,1,172300.4779,"acer"
150000,80,3,14,2,450271.2716,"sony"
28680.37301,76,3,19,1,209271.2962,"acer"
79313.51933,74,0,7,6,336988.1646,"sony"
119796.7515,39,3,17,5,47998.83638,"acer"
57632.34114,51,1,11,2,133836.1588,"sony"
105486.4651,41,1,4,2,393598.9769,"acer"
101754.1042,67,2,15,6,317196.6221,"sony"
47630.55456,75,2,7,1,182378.1812,"acer"
67548.15393,26,4,4,4,63743.51975,"acer"
108530.0362,39,0,18,3,457063.7612,"sony"
68065.53178,77,2,8,8,399738.6161,"acer"
138506.5409,77,0,9,1,92764.79099,"sony"
138487.6916,23,3,10,5,295381.4132,"sony"
31857.48064,55,1,18,2,376638.756,"sony"
120567.3122,43,4,14,7,112758.4536,"acer"
144520.0967,26,3,2,4,48978.62161,"sony"
150000,59,4,12,0,215892.7484,"sony"
113204.2527,53,1,18,8,255771.1642,"acer"
26974.43636,50,1,3,6,88804.60415,"sony"
26457.81034,30,2,8,1,214611.0197,"sony"
145656.8344,51,2,20,7,436106.5431,"sony"
138398.1268,46,1,20,5,419740.5909,"sony"
104072.3343,60,3,3,4,50024.42022,"sony"
37969.10334,71,3,13,4,0,"acer"
142750.0613,55,0,7,7,96775.53419,"sony"
127334.6931,24,3,12,3,251846.9624,"sony"
40811.27605,25,4,3,1,364836.9259,"sony"
62194.49092,66,1,10,4,302582.745,"acer"
104645.5367,22,3,10,1,42773.44781,"sony"
46467.9239,44,3,7,8,125878.6932,"sony"
28776.12517,68,1,16,7,334883.6566,"acer"
76185.35222,49,1,19,6,46748.85467,"acer"
88632.48987,63,3,5,4,0,"sony"
87547.07447,70,2,1,6,397976.7149,"sony"
56549.46807,76,0,19,6,218804.3753,"acer"
91444.34617,69,4,7,6,166570.3142,"sony"
35443.23994,53,3,18,7,323692.985,"sony"
108805.052,45,0,4,7,42934.95201,"acer"
32354.12861,59,3,20,1,145849.7846,"sony"
47777.40513,22,1,18,3,422567.4988,"sony"
86982.23842,27,0,17,1,250851.9115,"acer"
144415.2812,53,0,6,7,400137.123,"sony"
133150.2895,28,3,12,5,238504.5011,"sony"
142178.55,33,4,18,8,368512.2431,"sony"
20000,59,2,9,2,342315.6599,"sony"
108037.3137,24,0,16,5,423377.0607,"sony"
66428.45116,46,1,11,7,417253.8151,"sony"
131398.9879,62,1,6,5,166385.7482,"sony"
100620.618,79,3,11,4,283957.8148,"sony"
56570.49997,37,4,4,3,425478.3052,"acer"
144711.5565,54,3,3,0,202458.0817,"sony"
122480.6072,58,1,6,3,413860.9154,"acer"
52232.98641,39,1,10,8,161170.0145,"sony"
20000,37,2,13,1,134166.8624,"sony"
102992.3364,61,3,3,2,425504.1594,"sony"
103026.6582,54,2,4,7,18370.1361,"acer"
80846.91846,60,0,13,7,208157.7725,"acer"
30833.12173,35,2,11,3,457361.4134,"sony"
100909.2356,40,2,16,6,72778.25932,"acer"
52879.09355,37,1,5,2,89050.57354,"acer"
116786.1489,20,3,9,8,68483.1536,"sony"
36707.4499,32,2,17,5,258445.0795,"sony"
89528.46798,76,2,19,6,405765.497,"sony"
112110.2832,69,0,19,1,136062.1845,"sony"
54362.63368,65,4,6,2,6928.218851,"acer"
90585.5886,53,2,13,1,147968.8713,"acer"
140937.4666,59,0,13,5,493318.6732,"sony"
89602.55814,58,2,11,3,459251.7909,"acer"
103867.6185,45,4,5,5,227925.2151,"acer"
30424.85732,23,2,5,0,109949.5756,"sony"
20954.99535,46,2,9,7,214229.2239,"sony"
37421.41963,79,0,18,0,124626.1948,"acer"
67088.5411,69,4,5,8,270015.2608,"acer"
36042.8525,68,4,11,0,411618.3953,"acer"
134903.7078,46,2,11,0,27355.68923,"sony"
49219.29642,50,4,1,8,361909.4851,"sony"
133069.3103,62,3,5,2,484119.5794,"sony"
73240.32656,65,0,13,8,221422.9448,"acer"
111667.4441,75,4,4,7,88010.45955,"sony"
144547.8822,73,2,20,1,183691.0749,"sony"
45903.43046,39,0,12,6,280347.1716,"acer"
144763.2044,66,4,10,4,373430.2903,"sony"
120220.8196,20,2,2,8,359765.1654,"sony"
42296.07052,68,2,6,8,12920.43376,"acer"
78376.77056,62,0,4,1,383043.1229,"sony"
62416.47961,51,2,5,8,493230.0543,"sony"
93894.94803,57,4,16,6,44692.64639,"acer"
55926.39154,36,3,18,3,445621.2399,"acer"
128991.4806,61,0,7,8,287580.7135,"sony"
66508.09294,46,3,12,7,320690.332,"sony"
150000,53,3,14,3,1736.727907,"sony"
121780.933,36,3,16,6,62363.8835,"sony"
115484.6025,47,0,8,7,327755.6253,"acer"
140614.0293,58,2,11,0,40847.3193,"sony"
132296.5098,69,0,14,8,465446.9939,"sony"
150000,68,1,14,2,44002.64849,"sony"
101611.36,31,2,10,7,443922.5918,"sony"
127206.7601,28,4,12,8,175046.8656,"sony"
118018.299,50,3,9,0,468847.5602,"acer"
29837.32888,65,2,4,5,349445.6621,"acer"
70974.96653,49,1,7,4,495855.1477,"sony"
102030.7238,39,3,11,8,72710.96407,"sony"
68448.54085,57,1,18,0,30372.27669,"sony"
140619.7153,27,0,7,4,191054.413,"sony"
150000,45,2,19,1,270319.5645,"sony"
48049.04599,60,2,14,0,208837.6583,"acer"
85412.37245,49,3,7,0,320090.8616,"acer"
102341.7288,64,4,4,3,242855.1822,"sony"
54222.42172,76,3,4,7,151725.5668,"acer"
36043.10498,57,1,1,4,105090.4329,"sony"
88856.61436,36,4,19,1,141639.7981,"acer"
47395.99441,24,2,2,1,470475.7418,"sony"
89752.64571,23,4,15,3,5410.62704,"acer"
117479.073,74,4,10,0,191527.918,"sony"
34835.59853,72,1,19,8,203133.2035,"acer"
131165.0107,21,3,1,6,22255.03095,"sony"
44701.46967,25,0,14,3,307688.3068,"sony"
112781.6586,29,4,7,5,408237.0455,"sony"
55651.23245,27,3,6,7,91112.64808,"sony"
72974.33539,43,2,12,4,97543.8323,"acer"
60058.57843,45,0,14,5,150739.4846,"sony"
140971.1379,29,2,14,0,175866.987,"sony"
84808.52841,57,3,8,8,22501.73343,"acer"
30245.56754,37,3,20,7,486258.0663,"sony"
94042.9269,36,0,19,7,473126.3494,"acer"
37674.21438,39,3,13,0,57535.62764,"sony"
101307.6258,60,4,17,7,374813.9503,"acer"
37210.08362,52,0,3,7,176147.1704,"sony"
73977.35355,33,3,18,5,178738.7772,"acer"
150000,65,4,4,6,297421.3772,"sony"
52747.91484,69,2,8,0,198024.0661,"acer"
99377.76183,53,1,8,3,71704.63306,"acer"
80131.50141,66,0,16,4,111659.7241,"sony"
122410.807,35,4,20,7,129954.3581,"sony"
139861.1546,50,3,5,5,471637.778,"sony"
90937.607,38,1,18,2,439248.3679,"acer"
117627.7974,20,0,7,6,624.208173,"sony"
20399.71147,56,4,18,0,389075.2395,"sony"
77131.49214,52,3,8,8,68088.49551,"sony"
35186.61477,30,1,9,7,150309.2106,"sony"
142644.0932,49,4,13,7,84667.19503,"sony"
24675.19909,75,0,1,4,374936.7412,"sony"
128466.4047,67,0,16,1,299704.9543,"sony"
124530.8297,29,1,4,1,305188.377,"sony"
102731.9446,65,4,5,7,246635.698,"sony"
21831.55391,36,4,5,5,230895.8832,"sony"
92939.93173,20,4,11,5,383760.6407,"acer"
59117.3872,69,2,1,5,228660.3046,"acer"
112788.2388,20,2,2,4,236615.1909,"sony"
57406.59927,42,4,2,5,32839.98341,"sony"
30909.17057,61,1,14,8,346234.6023,"acer"
34392.53294,59,3,4,7,217460.4902,"sony"
76917.13397,45,2,4,4,442471.9002,"acer"
59366.1765,32,0,5,2,177385.5289,"acer"
98509.51411,66,3,16,3,123858.1363,"sony"
138867.0697,69,2,8,1,393344.6564,"sony"
119884.3048,36,3,18,4,459351.9572,"sony"
86564.96565,41,1,2,3,339134.6358,"acer"
104788.2909,71,0,11,1,132059.1689,"sony"
51870.02654,33,3,9,7,375640.538,"sony"
132308.4568,77,0,1,3,302604.1741,"sony"
58358.53476,73,2,12,7,0,"acer"
110598.1672,78,1,18,7,183344.4899,"sony"
113863.1594,47,1,7,2,156663.275,"acer"
20000,60,0,3,1,357598.8577,"sony"
109444.7117,55,0,12,0,5e+05,"acer"
143009.3,30,3,10,8,83186.19474,"sony"
48181.09305,24,1,15,0,402542.7598,"sony"
133974.8491,80,3,3,3,254696.0147,"sony"
26123.92054,57,1,5,6,488722.4893,"sony"
76648.37518,65,4,16,5,390959.4554,"sony"
73515.83053,70,2,6,3,8331.402492,"acer"
117868.1074,29,2,15,3,450255.0319,"sony"
72305.12705,63,2,20,1,301851.0167,"acer"
79029.38738,48,3,2,6,80495.35802,"acer"
41845.15376,68,3,8,7,341962.545,"acer"
101892.8153,48,2,19,1,77329.00924,"acer"
64158.15602,27,1,7,6,111507.6917,"acer"
122522.4707,48,2,1,4,146539.0273,"acer"
113120.7936,48,1,3,4,172508.2104,"acer"
123620.2936,61,2,19,3,349064.5928,"sony"
109005.9034,64,1,9,2,355358.5445,"sony"
74249.66384,30,4,4,0,431996.1134,"acer"
46385.06985,61,3,14,4,299914.7285,"acer"
125203.2985,35,4,8,3,347614.4609,"sony"
103195.0654,22,0,11,5,318552.0069,"sony"
41969.82197,60,1,17,6,455280.7613,"sony"
49100.90521,33,3,19,7,140672.7083,"acer"
147610.8672,52,4,14,1,181011.5612,"sony"
27036.64087,30,2,16,1,406680.822,"sony"
69856.0372,25,0,1,1,184917.7935,"acer"
65102.02029,61,2,18,1,156346.5055,"acer"
146275.2414,45,0,9,7,397648.0524,"sony"
73628.76438,24,3,13,0,457959.5494,"acer"
79512.02478,46,2,1,6,94365.90026,"acer"
44220.07076,72,0,15,3,436158.1891,"acer"
141805.3239,66,4,3,0,259112.9636,"sony"
26399.40032,80,2,13,8,344367.8411,"acer"
78718.47939,72,2,16,4,169849.6181,"sony"
84478.90877,61,0,17,4,339720.9936,"sony"
129398.8902,24,3,16,6,78868.11628,"sony"
122388.6897,22,4,13,6,489684.2453,"sony"
113164.6791,56,4,10,6,268340.4035,"acer"
80845.64318,26,2,10,6,199330.9181,"acer"
58009.21181,73,1,17,3,17628.9155,"acer"
111793.8896,29,1,12,2,114837.1585,"sony"
150000,55,4,18,1,7424.041567,"sony"
144899.6334,62,2,5,7,0,"sony"
128532.0928,53,2,14,3,355399.4803,"sony"
111601.6807,20,0,8,0,97758.74551,"sony"
95646.47355,64,3,9,4,211320.439,"sony"
56325.28506,57,0,2,0,42026.35412,"sony"
117415.4966,22,0,1,0,445338.7558,"sony"
133371.9518,70,3,14,5,351532.3123,"sony"
37999.15987,70,2,2,0,413118.5965,"acer"
62822.01775,43,1,8,5,359376.4828,"sony"
140519.6775,29,2,16,4,146019.0537,"sony"
81201.78487,60,3,13,4,285792.2353,"acer"
133132.4665,76,4,7,5,74937.43292,"sony"
28369.13384,35,3,17,6,77986.63121,"sony"
143733.5955,38,4,17,6,131636.1898,"sony"
95886.26862,65,4,11,3,78256.78861,"sony"
60639.83082,44,2,7,1,5e+05,"sony"
136626.0997,55,1,3,4,98864.71088,"sony"
115367.0629,62,3,11,3,5e+05,"sony"
33194.97254,39,0,1,8,75080.49109,"sony"
75329.31647,24,2,1,7,69516.73389,"acer"
24765.04104,73,0,15,2,423582.8124,"sony"
46564.8053,29,0,6,3,356548.0923,"sony"
120527.6111,79,2,12,0,453322.7224,"sony"
86649.07953,43,3,16,5,246104.5445,"acer"
68007.1867,63,2,4,0,415722.4875,"acer"
123874.6042,58,2,13,4,146040.4274,"sony"
142039.7952,57,2,15,8,191054.3731,"sony"
105299.5393,35,3,2,7,286947.0605,"acer"
68944.05944,50,0,12,2,286196.8039,"sony"
102372.0626,75,0,3,8,114078.2733,"sony"
120119.7834,75,2,11,1,173546.4189,"sony"
57542.60758,44,0,12,4,209348.1713,"sony"
42459.72784,29,3,14,2,348245.427,"sony"
122953.9693,48,0,7,4,135946.9686,"sony"
55000.01284,60,3,9,4,391059.2131,"acer"
68578.06523,58,0,4,0,435869.0695,"acer"
44324.38618,73,3,6,5,252224.1968,"acer"
45968.13742,41,0,7,0,428620.7677,"sony"
104414.6495,62,4,14,3,357367.8596,"sony"
129710.7481,34,3,6,8,340858.0265,"sony"
31159.29709,69,1,17,0,469920.7882,"acer"
137559.4902,66,0,19,0,385552.3023,"sony"
58794.73698,57,3,5,0,423394.0303,"sony"
76880.15246,23,3,3,4,391684.7237,"acer"
26919.4248,25,3,5,8,477970.0193,"sony"
68636.06575,22,3,19,2,172565.2298,"acer"
136721.6013,31,3,14,1,364228.8522,"sony"
87655.40042,37,3,16,2,330173.5237,"acer"
108720.1916,66,0,20,0,73808.67867,"sony"
129138.4007,52,1,8,2,460206.0257,"acer"
56339.09451,61,2,20,1,330744.5461,"acer"
41133.34614,34,2,19,1,116266.8883,"sony"
66937.07892,75,3,11,6,433176.1798,"acer"
39132.7146,66,1,15,7,13342.83372,"acer"
53714.80753,40,4,11,1,198303.3716,"sony"
74077.66155,20,0,4,8,121451.8547,"acer"
142423.8794,58,1,8,8,395479.9691,"sony"
108387.5362,69,3,16,4,164808.9908,"sony"
25737.44327,32,1,10,7,192276.0659,"sony"
60218.56285,37,1,1,3,106638.8584,"acer"
89117.66819,55,3,3,4,102582.3912,"acer"
142806.1374,60,3,10,8,105109.2318,"sony"
115698.2495,44,0,19,5,5e+05,"acer"
76075.83157,30,1,3,6,232291.0865,"acer"
134219.042,58,4,13,3,215949.1754,"sony"
83243.89779,54,2,7,3,85809.6741,"acer"
85036.59856,30,2,4,7,442368.4427,"acer"
104739.1404,26,4,19,8,376701.1556,"sony"
79744.02484,58,3,9,0,192048.7993,"acer"
123637.1873,32,2,19,5,460607.0784,"sony"
88336.39321,34,2,3,2,428489.5759,"acer"
46886.80026,56,1,1,4,248856.9534,"sony"
96791.71488,28,2,3,3,128953.5316,"acer"
44329.72567,52,4,14,1,232729.2745,"sony"
39704.08679,32,2,17,4,243269.2317,"sony"
106058.4994,33,2,2,5,413461.7343,"sony"
149345.8809,53,4,2,3,237278.4077,"sony"
66148.14019,42,2,6,7,36336.13063,"sony"
48517.17389,68,1,3,1,453623.4027,"acer"
27793.82463,22,0,14,6,173574.3674,"sony"
140671.1828,80,3,19,0,324738.5456,"sony"
43571.11625,37,2,16,8,9238.756652,"sony"
36267.42624,39,2,19,4,295520.0315,"sony"
86272.56129,38,4,1,5,311316.1879,"acer"
112996.3016,73,0,5,4,424671.2909,"sony"
101583.9704,76,2,9,3,412366.3053,"sony"
42510.26077,46,0,6,0,35080.81408,"sony"
132387.6369,74,0,3,8,385666.3928,"sony"
29828.07722,22,3,7,8,199019.7842,"sony"
92961.21901,63,3,5,2,0,"sony"
145072.0682,62,3,6,0,303484.613,"sony"
22401.03421,60,4,14,6,447376.4306,"acer"
94294.69247,62,0,20,2,411061.0271,"sony"
96955.87925,25,4,20,0,155329.8083,"acer"
150000,76,0,18,1,280405.2104,"sony"
150000,21,3,4,6,269398.4131,"sony"
107823.6175,37,3,1,2,388716.5257,"sony"
37370.80327,62,1,19,3,350086.9792,"acer"
140353.8237,40,3,5,4,351470.1518,"sony"
62988.92487,65,0,8,5,493098.6484,"acer"
143882.3046,28,2,5,2,188508.9186,"sony"
118219.6701,40,4,19,0,5e+05,"acer"
149015.2233,32,2,1,7,303829.0605,"sony"
27168.13292,22,2,5,0,480716.7136,"sony"
31216.68566,29,3,9,5,288745.9336,"sony"
48284.97779,45,3,12,6,345090.0057,"sony"
56131.48581,71,3,19,1,93144.87789,"acer"
58278.90095,67,3,13,4,433607.3516,"acer"
20000,26,3,5,3,292747.7611,"sony"
91133.5702,54,3,2,1,395205.7645,"acer"
43357.0654,43,1,10,5,236856.4634,"sony"
99250.92269,54,2,13,3,351015.6384,"acer"
107575.6514,72,0,19,7,368090.3244,"sony"
20000,23,1,11,3,371673.2419,"sony"
105836.6819,42,1,5,5,27872.12932,"acer"
74031.50539,69,1,9,8,323506.5323,"acer"
93055.75918,24,2,16,8,245074.5419,"acer"
113578.8519,60,4,9,1,150967.9417,"sony"
75955.05942,56,4,17,1,482055.9313,"acer"
78493.00093,40,2,12,0,145492.6297,"acer"
112017.7126,74,0,4,5,234386.7438,"sony"
41407.72817,80,3,13,0,264951.5249,"acer"
121419.0696,52,0,14,7,56111.07678,"acer"
61371.23387,62,1,15,8,21403.3669,"sony"
133849.2296,25,1,11,2,492764.4444,"sony"
111760.6055,80,3,19,4,123484.1841,"sony"
73843.64391,74,0,19,2,108025.1421,"acer"
127241.0101,26,2,20,3,5e+05,"sony"
50989.13164,79,0,8,0,274910.3703,"acer"
24639.25921,34,4,8,0,401973.7615,"sony"
55406.81171,77,2,7,1,435777.3866,"acer"
34397.74051,28,4,9,7,425185.7881,"sony"
35715.66387,66,1,3,1,452414.7081,"acer"
81887.8719,71,1,10,4,142854.7322,"sony"
137939.0741,20,0,12,4,251571.4473,"sony"
144809.3612,78,2,2,0,0,"sony"
139401.6075,58,2,12,0,200868.2978,"sony"
140011.9386,31,4,8,1,59664.47656,"sony"
31704.53897,59,0,8,6,116075.5922,"sony"
149882.2655,30,0,5,1,229677.1535,"sony"
134544.034,64,2,14,8,323512.4639,"sony"
100868.1997,32,2,11,2,253218.8514,"acer"
90881.82941,46,4,8,7,0,"acer"
66945.10148,77,0,7,5,401513.9302,"acer"
150000,40,2,8,0,395472.4266,"sony"
123950.8667,45,0,14,6,188892.6691,"acer"
138334.9093,62,2,2,7,165488.9531,"sony"
141557.7501,75,4,5,7,388776.7112,"sony"
145286.4726,64,3,16,6,373881.2602,"sony"
22418.92888,56,3,11,5,91584.24011,"sony"
145625.4044,72,4,2,0,37475.16237,"sony"
63287.80793,64,2,3,3,131815.0061,"acer"
87085.678,48,4,12,6,123620.543,"acer"
105806.2988,80,2,6,4,123322.1727,"sony"
97711.32972,39,3,20,1,340117.575,"acer"
108332.0264,68,4,6,2,257415.8235,"sony"
53675.67265,20,1,16,7,78504.4907,"sony"
29685.20844,30,0,18,7,49747.88903,"sony"
91184.5495,73,4,6,2,220923.5667,"sony"
72336.42077,27,1,10,6,111378.1317,"acer"
137051.4573,45,3,17,6,230290.1333,"sony"
63069.0047,29,1,10,5,262075.4397,"acer"
136511.266,46,4,11,4,115593.9685,"sony"
53631.33103,48,3,7,3,397402.0559,"sony"
135417.3636,40,0,10,0,460982.9013,"sony"
112998.0436,26,0,6,8,191289.3699,"sony"
111532.0991,71,1,20,8,394560.5882,"sony"
36121.18171,20,4,16,4,72563.61307,"sony"
84962.36308,38,3,15,2,107025.285,"acer"
124475.3278,64,0,13,7,435673.6252,"sony"
128864.1234,53,1,1,6,46226.04622,"sony"
25259.73207,45,0,14,0,133268.4121,"sony"
32444.17813,37,4,19,1,455748.6208,"sony"
92927.41518,34,3,9,7,380513.0438,"acer"
141749.3409,36,4,17,4,309709.7607,"sony"
108327.2801,80,1,18,0,118155.7609,"sony"
147497.6472,27,3,3,0,354689.4453,"sony"
36032.90583,34,3,9,2,86104.97842,"sony"
58960.40856,69,1,13,8,12924.33517,"acer"
72562.72477,53,0,6,5,361728.3982,"acer"
95479.76617,75,3,16,2,143003.6842,"sony"
24635.88017,52,1,11,7,409696.4739,"sony"
148462.9556,48,2,18,5,402577.8507,"sony"
38901.63484,66,1,17,1,35015.7985,"acer"
146649.5791,34,2,2,7,127720.2453,"sony"
75283.73832,23,0,14,2,384083.3048,"acer"
145914.4845,28,1,3,7,425389.1252,"sony"
130347.1357,46,0,4,0,176422.7568,"sony"
21512.6511,64,0,17,6,307443.7552,"sony"
104979.6114,36,4,14,5,55062.64185,"acer"
52822.31355,70,2,18,8,259982.0406,"acer"
120756.218,32,0,9,5,138675.3235,"sony"
70268.48517,33,3,17,5,393937.0013,"acer"
22538.61307,44,2,1,7,428158.6097,"sony"
86108.41912,52,4,7,7,226719.1032,"acer"
109767.8671,52,2,5,6,108686.5452,"acer"
150000,53,2,13,0,323199.5615,"sony"
134966.2834,60,0,17,6,0,"sony"
139035.17,32,0,16,2,399719.6047,"sony"
28459.09027,38,1,8,4,152730.9584,"sony"
88390.52725,32,0,5,3,277033.6406,"acer"
120451.1727,69,1,19,8,306837.5536,"sony"
122122.6531,31,4,2,8,136018.3188,"sony"
33697.34612,62,2,18,7,149254.0735,"acer"
23648.46789,51,1,9,1,407924.174,"sony"
91164.65022,47,2,12,0,464435.1477,"acer"
109883.4551,66,0,18,4,285065.1442,"sony"
75833.15417,48,0,17,4,308044.2613,"sony"
72674.79286,77,2,4,7,128366.6057,"acer"
38810.7164,58,0,5,3,349793.6683,"acer"
135748.2846,49,3,18,2,151999.8029,"sony"
44086.71997,36,1,13,2,455464.5078,"sony"
150000,65,1,15,7,272297.1962,"sony"
148300.0547,43,0,20,6,457656.897,"sony"
48891.89737,64,3,8,1,276984.1357,"acer"
105318.2145,63,4,5,1,52629.61448,"sony"
36708.51006,71,3,13,7,4567.52187,"acer"
26495.14406,55,0,1,4,347651.0643,"sony"
33526.54601,52,3,16,8,422176.0491,"sony"
27179.17521,71,0,8,7,121600.4139,"acer"
109620.5827,55,1,12,6,308102.6805,"acer"
136784.136,27,3,13,0,182271.0362,"sony"
67120.94001,56,1,9,0,181051.0012,"sony"
49736.13226,39,1,17,1,79439.13968,"sony"
66109.72441,43,1,1,5,156012.6022,"sony"
145681.8624,20,1,10,5,459090.905,"sony"
47361.67268,80,4,9,6,210048.9246,"acer"
41974.74089,41,2,15,6,101992.7286,"sony"
133973.3129,55,0,11,0,36898.3822,"sony"
132140.0278,72,3,7,2,489917.9764,"sony"
71120.5701,66,1,20,3,458086.184,"acer"
57799.9237,53,1,7,8,209789.7183,"sony"
146675.9135,62,4,1,7,107852.1585,"sony"
50591.20194,72,1,2,6,320465.7608,"acer"
137399.841,51,4,4,8,481400.5649,"sony"
33507.08755,20,0,19,1,5e+05,"sony"
81468.07826,24,0,2,8,377373.4312,"acer"
86468.96152,58,3,6,7,88787.70739,"acer"
120596.2478,61,3,9,8,90226.85803,"sony"
125221.0807,52,2,16,2,367598.9261,"sony"
41730.17267,69,1,16,7,387515.5009,"acer"
98060.47113,31,1,1,3,181224.2363,"sony"
150000,79,3,7,2,154903.6874,"sony"
99453.92446,56,1,3,7,307624.5654,"acer"
68705.14032,37,4,9,6,138172.4133,"acer"
82692.75707,38,3,14,4,96437.31808,"acer"
86673.96911,47,1,9,0,322651.3474,"acer"
123121.2511,52,0,17,2,431211.7157,"acer"
61117.49478,61,2,10,2,56354.40583,"sony"
78060.22798,43,1,19,1,475168.0782,"sony"
20000,32,3,17,6,93379.90072,"sony"
53038.59233,40,0,18,3,341329.5898,"sony"
68646.13192,33,0,7,5,42284.5055,"acer"
40029.59288,51,1,12,8,164864.4372,"sony"
128935.1316,30,0,14,3,148601.6319,"sony"
20000,24,1,7,8,399658.0276,"sony"
132680.0084,28,0,13,3,221316.3129,"sony"
89463.95111,61,2,12,5,498376.678,"sony"
68391.68785,20,0,5,5,311679.7064,"acer"
52230.72455,53,2,5,4,181152.8558,"sony"
66933.66849,28,1,11,2,483940.7223,"acer"
49282.55084,54,2,13,4,238571.0827,"sony"
149700.3776,28,2,12,5,347974.6338,"sony"
138818.2589,68,2,18,8,203972.826,"sony"
97761.67402,62,2,10,2,233658.9836,"sony"
26468.06829,80,4,11,0,439572.484,"acer"
66611.76138,32,2,3,1,23778.53948,"acer"
87869.46538,31,3,14,2,313621.9463,"acer"
132972.9541,56,1,17,4,341547.2208,"sony"
32481.43489,20,0,3,8,164873.0146,"sony"
57149.79465,52,4,9,7,478100.4528,"sony"
129519.3739,46,4,7,1,67500.16485,"sony"
133375.8801,42,4,14,6,378117.5107,"sony"
20000,55,4,20,5,14763.3828,"sony"
41072.27445,25,2,3,6,282784.2424,"sony"
104455.4437,48,3,17,2,331317.572,"acer"
42386.53808,29,2,2,5,443100.4111,"sony"
72670.86349,24,3,9,4,5e+05,"acer"
94704.59836,67,1,16,1,103231.7316,"sony"
126706.154,26,4,13,0,437967.219,"sony"
125472.5227,23,0,5,1,95412.18856,"sony"
63715.31304,40,2,4,0,86124.13603,"acer"
97410.21944,47,1,16,7,82246.75707,"acer"
90959.60223,39,0,15,7,387615.9611,"acer"
42314.49964,35,2,7,8,172461.6491,"sony"
110407.5346,44,0,15,2,240784.4523,"acer"
40039.65099,27,1,20,0,312747.6947,"sony"
41779.87823,77,2,11,0,215210.2512,"acer"
27182.36703,36,3,2,6,417019.2157,"sony"
87360.73326,54,0,12,0,118040.0905,"acer"
116120.071,27,4,9,4,0,"sony"
100639.1183,43,3,6,1,316756.9258,"acer"
122561.5305,62,0,4,7,13040.52641,"sony"
79434.92296,62,3,4,4,203451.2477,"sony"
127812.0264,52,1,16,8,480278.9423,"sony"
23844.10997,23,3,14,6,280821.9179,"sony"
138077.4737,49,0,20,6,483943.6639,"sony"
52047.48695,63,0,19,6,219367.3341,"acer"
35529.29421,52,2,12,5,433343.2971,"sony"
128979.211,38,0,6,5,323668.5527,"sony"
40088.93917,72,0,11,2,144261.0371,"acer"
75754.35814,56,2,6,0,5e+05,"sony"
106902.2314,66,4,12,2,219522.9398,"sony"
53379.84323,57,3,11,7,132013.8398,"sony"
96495.63461,24,2,9,7,427491.8489,"acer"
145831.2424,73,1,17,0,26547.40723,"sony"
133229.4462,66,2,19,2,167002.4614,"sony"
86217.63997,26,1,9,7,15.069409,"acer"
86891.41511,53,0,13,1,375925.1087,"acer"
50987.97029,80,0,11,7,24969.21024,"acer"
20000,66,2,20,4,219955.8668,"sony"
92590.09251,31,2,16,3,419789.5448,"acer"
65239.05255,65,4,9,2,313068.7322,"acer"
85423.46938,60,3,8,2,143521.2838,"sony"
89551.38131,72,1,1,6,110942.659,"sony"
73749.06079,36,0,18,2,219869.7572,"acer"
65770.55353,68,3,2,7,256229.6144,"acer"
134494.9163,33,2,8,2,484434.7334,"sony"
65454.00412,32,0,16,2,15518.60415,"acer"
146394.2245,20,0,13,5,17971.72889,"sony"
149735.142,53,0,14,1,323029.7394,"sony"
113212.6092,38,1,6,6,152723.999,"sony"
150000,26,1,13,3,208628.2188,"sony"
65241.64739,69,2,4,6,436815.2943,"acer"
52260.50717,30,1,2,5,167614.1728,"acer"
61125.53466,60,0,7,3,5e+05,"sony"
122442.7133,28,1,17,8,357124.2025,"sony"
29904.58674,64,4,17,8,448106.9137,"sony"
94758.96428,70,1,20,3,205676.1272,"sony"
38748.13505,20,0,20,5,354035.2919,"sony"
129601.5309,58,2,3,5,199052.3872,"sony"
85546.19306,51,2,18,6,410639.7668,"acer"
118025.5006,31,2,17,3,270797.0065,"sony"
62817.02464,45,2,11,7,398717.7076,"sony"
108177.7893,30,3,4,7,347755.7561,"sony"
20000,37,2,5,6,77235.85774,"sony"
43761.73854,69,4,18,3,179955.7044,"acer"
137892.7601,75,4,1,7,85063.49681,"sony"
51177.01485,28,3,8,0,362274.9264,"sony"
92539.27259,34,2,5,4,465168.8652,"acer"
98987.38755,39,1,13,5,365614.409,"acer"
139338.4511,37,3,15,4,5e+05,"sony"
92051.77728,63,0,20,0,188586.5192,"sony"
